Project,File,Key,Comment,,Comment.af,.af,Comment.da,.da,Comment.de,.de,Comment.es,.es,Comment.fi,.fi,Comment.fr,.fr,Comment.hu,.hu,Comment.it,.it,Comment.lt,.lt,Comment.lv,.lv,Comment.nl,.nl,Comment.no,.no,Comment.pl,.pl,Comment.pt,.pt,Comment.ru,.ru,Comment.sk,.sk,Comment.sr,.sr,Comment.tr,.tr,Comment.uk,.uk,Comment.zh-CHS,.zh-CHS
AgOpenGPS,Culture\gStr,gsFlagByLatLon,,Flag By Lat Lon,,Flag By Lat Lon,,Flag ifølge Lat Lon,,Flagge mit Länge/Breitengrad,,Bandera de Lat Lon,,Lat Lonin lippu,,Drapeau par Lat/Lon,,Zászló koordináták alapján,,Bandiera di Lat Lon,,Lat Lon vėliava,,Karogs ar Lat Lon,,Vlag van Lat Lon,,Flagge etter bredde- og lengdegrad,,Flaga Lat Lon,,Bandeira por Lat Lon,,Метка на поле,,Vlajka od Lat Lon,,Obeležje (Lat/Lon),,Lat Lon'a göre bayrak,,Прапор Lat Lon,,
AgOpenGPS,Culture\gStr,gsFlagFileIsCorrupt,,Flag File Corrupt,,zFlag File Corrupt,,Fejl I Flag-fil,,Flaggen Datei fehlerhaft,,Fichero de marcas corrupto,,Lipputiedosto korruptoitunut,,Fichier drapeau corrompu,,Zászló fájl sérült,,File Segnaposto Corrotto,,Vėliavėlės failas sugadintas,,Bojāts karoga fails,,POI bestand corrupt,,Flag fil er ødelagt,,Uszkodzony plik znacznika,,Sinalizar arquivo corrompido,,Файл метки поврежден,,Súbor so značkami je neplatný,,Neispravan fajl,,Dosya Bozuk ile ilgili şikayetler,,Флаг Файл Пошкоджено,,标志文件错误
AgOpenGPS,Culture\gStr,gsFlags,,Create Flags,,,,Opret flag,,Flaggen erstellen,,,,Lippujen Luonti,,Créer drapeaux,,Zászló készítése,,Crea Punti d'Interesse,,Kurti vėliavėles,,Izveidot karogu,,Creer Vlaggen,,Opprett flagg,,Utwórz Flagi,,,,Создать метку,,,,Kreiraj obeležje,,,,,,
AgOpenGPS,Culture\gStr,gsForNow,,For Now,,zFor Now,,Indtil videre,,Für jetzt,,Ahora,,Toistaiseksi,,Pour l'instant,* Csak most? Ideiglenes?,Ideiglenes,,Per Ora,,Kol kas,,Šobrīd,,Tijdelijk,,For nå,,Tymczasowo,,Por agora,,На данный момент,,Dočasne,,Za sad,,Şimdilik,,Зараз,,当前
AgOpenGPS,Culture\gStr,gsFormFlag,,Flags,,,,Flag,,Flaggen,,,,Liput,,Drapeaux,,Zászlók,,Punti di Interesse,,Vėliavėlės,,Karogi,,Vlaggen,,Flagg,,Flagi,,,,Метки,,,,Obeležja,,,,,,
AgOpenGPS,Culture\gStr,gsFromExisting,,From Existing,,zFrom Existing,,Fra eksisterende,,aus Bestehendem,,Desde existente,,Olemassa olevasta,,Depuis l'existant,,Meglévőből,,Da Esistente,,Iš esamų,,No esošā,,Vanuit bestaand,,Fra eksisterende,,Z utworzonego,,Do Existente,,Дублир. поле,,Z existujúceho,,Iz postojećeg,,,,З існуючого,,
AgOpenGPS,Culture\gStr,gsFromKml,,From KML,,zFrom KML,,Fra KML,,aus KML,,Desde KML,,KML: stä,,Depuis KLM,,KML Fájlból,,Da KML,,Iš KML,,No KML,,Vanuit KML,,Fra KML,,Z pliku KML,,Do KML,,Из KML,,Z KML,,Iz KML-a,,,,З KML,,
AgOpenGPS,Culture\gStr,gsGap,,Gap,,,,Urørt areal,,Lücke,,,,Väli,,Ecart,,Kihagyás,,Spaziatura,,Tarpas,,Sprauga,,Gat,,Urørt areal,,,,,,Пропуск,,,,Odstojanje,,,,,,
AgOpenGPS,Culture\gStr,gsGpsStep,,Minimum GPS Step,,,,,,,,,,Pienin GPS-askel,,,,Minimum GPS távolság,,,,Min. gps žingsnis,,Minimālais GPS solis,,Minimale Afstand tussen Fix,,Minimum GPS steg,,,,,,Минимальный шаг GPS,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsGrid,,Grid,,,,Baggrunds net,,,,,,Ruudukko,,Grille,,Rács,,Griglia,,Tinklelis,,Režģis,,,,Rutenett,,Siatka,,,,Сетка,,,,Mreža,,,,,,
AgOpenGPS,Culture\gStr,gsGuidanceStopped,,Guidance Stopped,,zGuidance Stopped,,Autostyring stoppet,,,,,,Ohjaus pysähtynyt,,Guidage arrêté,,Kormányzás kikapcsolva,,Guida Fermata,,Navigavimas sustojo,,Navigācija ir apturēta,,Autostuur gestopt,,Veiledning stoppet,,Prowadzenie wstrzymane,,Orientação interrompida,,Автопилот отключен,,,,Navođenje zaustavljeno,,,,,,
AgOpenGPS,Culture\gStr,gsHardwareMessages,,Hardware Messages,,,,,,,,,,Laitteiston viestit,,Messages matériel,,Hardware üzenetek,,Messaggi Hardware,,Padargų dialogas,,Aparatūras ziņojumi,,Hardware berichtgeving,,Maskinvaremeldinger,,Komunikaty sprzętowe,,,,Аппаратные сообщения,,,,Hardverske poruke,,,,,,
AgOpenGPS,Culture\gStr,gsHeading,,Heading,,,,Retning,,Richtung,,,,Suunta,,Cap,,Irány,,Direzione,,Kryptis,,Virziens,,Richting,,Retning,,Nagłówek,,,,,,,,Pravac,,,,,,
AgOpenGPS,Culture\gStr,gsHeadingChart,,Heading Chart,,zHeading Chart,,Retning diagram,,,,Gráfico de rumbo,,Suunta kaavio,,Graph. Cap,,Irány grafikon,,Grafico Direzione,,Važiavimo krypties diagrama,,Virziena diagramma,,Richting grafiek,,Retningsdiagram,,Wykres Nagłówków,,Gráfico de títulos,,График направления,,Graf kurzu,,Grafikon pravca,,,,Діаграма курса,,
AgOpenGPS,Culture\gStr,gsHeadingOffset,,Heading Offset (Degree),,,,Retning offset (grader),,Richtungsversatz (Grad),,,,Suuntapoikkeama (aste),,Décalage de cap (degrés),,Irány eltérés (fok),,Disallineamento Direzione in Gradi,,Krypties kompensavimas (laipsniais),,Virziena nobīde (grādi),,Richting Correctie (Graden),,Retningsforskyvning (Grad),,Przesunięcie nagłówka,,,,,,,,Pomeraj pravca (°),,,,,,
AgOpenGPS,Culture\gStr,gsHeadland,,Headland,,zHeadland,,Forager,,Vorgewende,,Cabecero,,Päiste,,Tournières,,Forgó,,Capezzagna,,Galulaukės,,Laukmala,,Kopakker,,Vendeteig,,Uwrocie,,Promontório,,Отступ,,Úvrať,,Uvrtine,,Sürülmemiş Alan,,Відступ,,地头
AgOpenGPS,Culture\gStr,gsHeadlandForm,,Create and Edit Headland,,zCreate and Edit Headland,,Opret og Ændre Forager,,Vorgewende erstellen und bearbeiten,,Crear o Editar Cabecero,,Luo ja muokkaa päiste,,Créer/Editer tournières,,Forgó készítése és szerkesztése,,Crea E Modifica Capezzagna,,Sukurti ir redaguoti galulaukes,,Izveidojiet un rediģējiet laukmalu,,Maak / Wijzig Kopakker,,Opprett og rediger vendeteig,,Utwórz i edytuj uwrocie,,Criar e editar cabeceira,,Создание и редактирование отступа,,Vytvorenie a úprava úvratí,,Kreiraj i uredi uvrtine,,Sürülmeyen Alan Oluştur ve Düzenle,,Створити і редагув.відступ,,创建或编辑地头
AgOpenGPS,Culture\gStr,gsHelp,,Help,,zHelp,,,,Hilfe,,Ayuda,,Ohje,,Aide,,Segítség,,Aiuto,,Pagalba,,Palīdzība,,,,Hjelp,,Pomoc,,Ajuda,, Помощь,,Pomoc,,Pomoć,,Yardım,,Допомога,,帮助
AgOpenGPS,Culture\gStr,gsHitchLength,,Hitch Length,,,,Trækkrog længde,,Anhängelänge,,,,Vetokoukun pituus,,Longueur d'attelage,,Forgópont távolság,,Lunghezza Traino,,Sukabinimo ilgis,,Sakabes garums,,Hef-lengte,,Trekkrok lengde,,Długość zaczepu,,,,Длина сцепки,,,,Dužina  kuke,,,,,,
AgOpenGPS,Culture\gStr,gsHold,,Hold,,,,,,,,,,Pidä,,,,Tartás,,,,Laikytis,,Aizture,,,,Hold,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsHydraulicLift,,Hydraulic Lift,,,,Hydraulisk løft,,Hubwerkssteuerung ,,,,Hydraulinen nosto,,Relevage hydraulique,,Hidraulikus emelés,,Sollevatore,,Hidraulo pakėlimas,,Hidrauliskais pacēlājs,,Hefinrichting,,Hydraulisk løft,,Podnośnik hydr.,,,,Гидравлика,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsHydraulicLiftConfig,,Hydraulic Lift Config,,,,Hydraulisk løft konfigurer,,Hubwerkseinstellungen,,,,Hydraulisen noston asetukset,,Relevage Config,,Hidraulikus emelés beállítása,,Configurazione Sollevatore,,Hidraulo pakėlimo konfigūravimas,,Hidrauliskā pacēlāja konfigurācija,,Hefinrichting Configuratie,,Konfigurasjon av Hydraulisk løft,,Konfig. podnośnika hydr.,,,,Управление гидравликой,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsHydraulicLiftLookAhead,,Look Ahead ,,,,,,,,,,Ennakointi,,Look Ahead,,Előretekintés,,Look Ahead ,,Žiūrėti į priekį,,Skaties uz priekšu,,Goal-punt Tijd,,Look Ahead,,,,,,Смотреть вперед,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsIMUAxis,,IMU Axis Swap,,,,,,IMU Achse,,,,IMU:n akselin vaihto,,Inverser axe IMU,,IMU tengely cseréje,,Cambio Asse IMU,,IMU ašies pakeitimas,,IMU ass maiņa,,IMU Axis,,Inverter IMU-akse,,Zamiana osi IMU,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsIfWrongDirectionTapVehicle,,If Wrong Direction Tap Vehicle,,zWrong Direction? Tap Vehicle,,Forkert retning? Tryk på Køretøj,,Falsche Richtung? Fahrzeug antippen,,Direccion incorrecta? Toque el vehiculo,,Jos väärä suunta napauta ajoneuvoa,,Mauvaise direction? Appuyez sur véhicule,,Rossz irány? Koppintson a Járműre >>,,Direzione sbagliata? Tocca Veicolo,,Jei neteisinga kryptis  palieskite transporto priemonę,,Ja nepareizs virziens  pieskarieties transportlīdzeklim,,Verkeerde richting? Druk op Voertuig,,Hvis feil retning  trykk på kjøretøyet,,Zły kierunek? Stuknij Pojazd!,,Se a direção errada  toque no veículo,,Если направление неправильное  коснитесь транспорта,,Zlý smer? Klepnite na položku Vozidlo,,Klikni na vozilo za obrtanje smera,,Yanlış yön? Araç'a dokunun,,Неправильний напрямок? Натисніть Транспортний засіб,,
AgOpenGPS,Culture\gStr,gsImage,,No Image:,,,,Intet billede,,Kein Bild:,,,,,,Pas d'image:,,Nincs kép:,,Nessuna Immagine:,,Nėra paveikslėlio,,Nav attēla:,,Geen afbeelding:,,Ikke noe bilde,,Brak obrazu:,,,,Без изображения,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsImuFusion,,Fusion,,,,,,,,,,Fuusio,,Fusion,,Fúzió,,Fusione,,Suderinimas,,Izlīdzināšana,,Fusering,,Fusjon,,Fuzja,,,,Выравнивание,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsInches,,Inch,,zInch,,Tommer,,Zoll,,Pulgadas,,Tuuma,,Pouce,*,Inch,,Pollici,,Colis,,Colla,,inch,,Tomme,,Cal,,Polegada,,Дюймы,,Palce,,in,,İnç,,Дюйми,,英寸
AgOpenGPS,Culture\gStr,gsInner,,Inner,,zInner,,Inderste,,Innere,,Interno,,Sisäinen,,Intérieure,,Belső,,Interno,,Vidinis,,Iekšējais,,Binnenste,,Indre,,Wewnętrzny,,Interno,,Внутренний,,Vnútorná,,Unutrašnja,,İç (Dahili),,Внутрішній,,内部的
AgOpenGPS,Culture\gStr,gsIntegral,,Integral,,,,,,,,,,Integraali,,Integral,,Integrál,,Integrale,,,,Integrāls,,Integral,,Integral,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsIntegralInfo,,It will slowly increase steer angle to reduce cross track error,,,,Vil langsomt øge styrevinkel  for at mindske cross track fejl,,Der Lenkwinkel wird langsam erhöht  um den Spurversatz zu verringern.,,,,Se kasvattaa hitaasti ohjauskulmaa vähentääkseen poikkitievirhettä,,Augmente l'angle de braquage pour réduire l'erreur de dérive,,Lassan korrigálja a szögértéket a nem jól nullázott szögszenzor esetén,,Incrementa lentamente l'angolo di sterzata per ridurre l'errore di superamento linea,,Tai po truputį padidins posūkio kampą  kad pataisyti sekimą,,Tas lēnām palielinās stūres leņķi  lai samazinātu novirzes kļūdu,,Het zal de stuurhoek langzaam vergroten om te afwijking op te lossen.,,Det vil sakte øke styringsvinkelen for å redusere XTE (Cross track error),,Powoli zwiększy kąt skrętu  aby zmniejszyć błąd śledzenia,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsInvertHydraulicRelays,,Invert Relay,,,,omvend hydraulik relæ,,Relais umkehren,,,,Vaihda releen toiminta,,Inverser relais,,Lock kimenet invertálása,,Inverti Relè,,Perversti rėles,,Invertēt releju,,Inverteer Relais ,,Inverter relé,,Odwróć przekaźnik,,,,Инвертировать реле,,,,Obrni relej,,,,,,
AgOpenGPS,Culture\gStr,gsInvertMotor,,Invert Motor Direction,,,,omvend motor retning,,Motor invertieren,,,,Vaihda moottorin suunta,,Inverser moteur,,Motor irány megfordítása,,Inverti Verso Motore,,Pakeisti variklio suk. kryptį,,Apgriezt motora virzienu,,Motor Directie,,Inverter motorretning,,Odwróć kierunek silnika,,,,,,,,Obrni pravac motora,,,,,,
AgOpenGPS,Culture\gStr,gsInvertRelays,,Invert Relays,,,,Omvend relæ,,Relais invertieren,,,,Vaihda releen toiminta,,Inverser relais,,Relék invertálása,,Inverti Relè,,Perversti rėles,,Invertēt relejus,,Relays,,Inverter reléer,,Odwróć przekaźniki,,,,,,,,Obrni releje,,,,,,
AgOpenGPS,Culture\gStr,gsInvertRoll,,Invert Roll,,,,omvend Roll,,IMU invertieren,,,,Käänteinen IMU:n lukema,,Inverser roulis,,Dőlés invertálása,,Inverti Rollio,,Perversti virtimą,,Invertēt slīpumu,,Inverteer Gyroscoop,,Inverter tilt,,,,,,Инвертировать наклон,,,,Obrni ugao,,,,,,
AgOpenGPS,Culture\gStr,gsInvertWas,,Invert WAS,,,,omvend WAS,,LWS invertieren,,,,Vaihda WAS suunta (pyöränkulmaanturi),,Inverser WAS,,Szögszenzor invertálása,,Inverti WAS,,Perversti WAS,,Invertēt WAS,,Stuurh.sensor,,Inverter WAS,,Odwróć WAS,,,,,,,,Obrni WAS,,,,,,
AgOpenGPS,Culture\gStr,gsKMH,,kmh,,zkmh,,km/t,,km/h,,km/h,,kmh,,km/h,,Km/h,,Km/h,,km/h,,km/h,,km/u,,km/t,,Km/h,,km/h,,км/ч,,km/h,,km/h,,kmh,,км/год,,kmh
AgOpenGPS,Culture\gStr,gsKeyboard,,Keyboard,,,,Tastatur,,Tastatur,,,,Näppäimistö,,Clavier,,Billentyűzet,,Tastiera,,Klaviatūra,,Tastatūra,,,,Tastatur,,Klawiatura,,,,Клавиатура,,,,Tastatura,,,,,,
AgOpenGPS,Culture\gStr,gsLanguage,,Language,,zLanguage,,Sprog,,Sprache,,Idioma,,Kieli,,Langue,,Nyelv,,Lingua,,Kalba,,Valoda,,Taal,,Språk,,Język,,Linguagem,,Язык,,Jazyk,,Jezik,,Lisan,,Мова,,语言
AgOpenGPS,Culture\gStr,gsLatLon,,Lat+Long,,,,,,,,,,Leveys + Pituus,,Lat+Lon,,Szél+Hossz,,Lat+Long,,Platuma + Ilguma,,Platums+garums,,,,Breddegrad + Lengdegrad,,Szerokość + Długość,,,,Широта+Долгота,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsLatLonPlus,,Lat+Lon+Heading,,,,,,,,,,Leveys + Pituus + Suunta,,Lat+Long+Cap,,Szél+Hossz+Irány,,Lat+Lon+Direzione,,Platuma + Ilguma + Kryptis,,Platums + garums + virziens,,,,Breddegrad + Lengdegrad + Retning,,Szer.+Dług.+Nagłówek,,,,Широта+Долгота+Направление,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsLateral,,Lateral,,,,,,,,,,Lateraalinen,,Latéral,,Oldalsó,,Laterale,,Šoninis,,Sānu,,Laterale lijn-swap,,Lateralt,,,,,,Смещение,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsLatitude,,Latitude,,,,,,,,,,Leveysaste,,Latitude,,Szélesség,,Latitudine,,Platuma,,Platums,,Lengtegraad,,Breddegrad,,Szerokość geograficzna,,,,Широта,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsLeft,,Left,,,,Venstre,,Links,,,,Vasen,,Gauche,,Bal,,Sinistra,,Kairė,,Pa kreisi,,Links,,Venstre,,Lewo,,,,Лево,,,,Levo,,,,,,
AgOpenGPS,Culture\gStr,gsLess,,Less,,,,Mindre,,Weniger,,,,Vähemmän,,Moins,,Kevesebb,,Meno,,Mažiau,,Mazāk,,Minder,,Mindre,,Mniej,,,,Меньше,,,,Manje,,,,,,
AgOpenGPS,Culture\gStr,gsLightbar,,Lightbar,,,,,,,,,,Opastin (valoilla),,Lightbar,,Ledsor,,Barra Luminosa,,Navigacijos juosta,,Navigācijas josla,,,,,,,,,,,,,,Navigacioni LED,,,,,,
AgOpenGPS,Culture\gStr,gsLineSmooth,,Line Smooth,,,,Udjævn linje,,Linienglättung,,,,Linjan tasoitus,,Lissage de ligne,,Vonalsimítás,,Smussa Linea,,Linijos palyginimas ,,Līnijas izlīdzināšna,,Lijn afvlakking,,Linjeutjevning,,Wygładzanie Lini,,,,Сглаживание линий,,,,Ravnanje linija,,,,,,
AgOpenGPS,Culture\gStr,gsLineWidth,,Line Width,,,,Linje bredde,,Linienbreite,,,,Viivan leveys,,Largeur de ligne,,Vonalszélesség,,Larghezza Linea,,Linijos storis,,Līnijas platums,,Lijn-dikte,,Linjebredde,,Szerokość linii,,,,,,,,Širina linije,,,,,,
AgOpenGPS,Culture\gStr,gsLongtitude,,Longtitude,,,,,,,,,,Pituusaste,,Longitude,,Hosszúság,,Longitudine,,Ilguma,,Garums,,Breedtegraad,,Lengdegrad,,Długość geograficzna,,,,Долгота,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsLookAhead,,Look Ahead:,,,,,,,,,,Ennakointi:,,Look Ahead:,,Előretekintés:,,Look Ahead:,,Žiūrėjima į priekį:,,Skatoties uz priekšu:,,Goal-punt:,,Look Ahead:,,Spójrz w przyszłość:,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsLookAheadTiming,,Look Ahead Time Settings,,,,,,Ein-/Aus-Zeitkonfiguration,,,,Ennakoinnin ajastus,,Configuration des délais,,Előretekintési idő beállítása,,Configurazione tempo Look Ahead:,,Žiūrėjimo į priekį nustatymai,,Aizkaves laika iestatīšana,,In/Uitschakeltijd Configuratie,,Innstillinger for Look Ahead,,Ustawienia czasu patrzenia z wyprzedzeniem,,,,Установка времени задержки,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsLowerTime,,Lower Time,,,,,,,,,,Laskun aika,,Temps descente,,Leengedés időzítés,,Tempo di Discesa,,Mažinti laiką,,Nolaišanas laiks,,Daal-tijd,,Senke-tid,,Czas opuszczania,,,,Время опускания,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsMPH,,mph,,zmph,,mph,,mp/h,,Mph,,mph,,mph,,mph,,Mph,,Mph,,mph,,mijl/u,,mph,,mph,,km/h,,миль/час,,míľ/h,,mp/h,,mph,,миль/год,,mph
AgOpenGPS,Culture\gStr,gsMachineModule,,Machine Module,,,,Maskin modul,,,,,,Kone Moduli,,Module machine,,Eszközmodul,,Modulo Attrezzo,,Padargų modulis,,Iekārtu vadība,,Hef-module,,Maskinmodul,,Moduł maszyny,,,,Управление орудием,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsMachinePort,,Machine Port,,zMachine Port,,Maskin Port,,,,Puerto del PCB,,Koneportti,,Port Machine,,Eszköz Port,,Porta Attrezzo,,Mašinos prievadas,,Mašīnas ports,,Machine besturing poort,,Maskinport,,Port maszyny,,Porta da máquina,,Порт управления орудием,,Port pre stroj,,Port mašine,,Makine Bağlantı Noktası,,Порт керування машиною,,机器端口
AgOpenGPS,Culture\gStr,gsMakeBoundaryContours,,Make Boundary Contours,,zMake Boundary Contours,,Lav kant kontur,,Grenzkonturen erstellen,,Crear contorno de parcela,,Rajakäyrän luonti,,Faire les tournières du champ,,Határoló kontúrok készítése,,Creare  Perimetri Del Confine,,Padarykite ribos kontūrus,,Izveidojiet robežu kontūras,,Maak perceelgrens contour,,Lag grensekonturer,,Utwórz kontury graniczne,,Faça contornos de limite,,Создание контура ганицы,,Kontúra hranice,,Kreiraj konture granice,,Sınır Konturları Yapın,,Зробити контури меж,,创建边界文件
AgOpenGPS,Culture\gStr,gsManual,,Manual,,zManual,,Manuel,,Manuell,,Manual,,Manuaalinen,,Manuel,,Kézi,,Manuale,,Rankinis,,Manuāli,,Manueel,,Manuell,,Ręczny,,Manual,,Вручную ,,Manuálne,,Ručni,,El Kitabı,,Інструкція,,手动
AgOpenGPS,Culture\gStr,gsManualTurns,,Manual Turns,,,,Manuel vending,,Maximale U-Turn Geschwindigkeit,,,,Manuaaliset käännökset,,Virage manuel,,Kézi forduló,,Giri Manuali,,Rankinis pasukimas,,Manuālie pagriezieni,,Manuele Bocht,,Manuell snuing,,Ręczny skręt,,,,,,,,Ručno okretanje,,,,,,
AgOpenGPS,Culture\gStr,gsMapForBackground,,Add Bing Map as Background,,,,,,Verwende Bing Map als Hintergrund,,,,Lisää kartta taustakuvaksi (Bing Map),,Ajouter carte Bing en arrière-plan,,Bing műholdkép háttérnek,,Imposta la Mappa di Bing come Sfondo,,Pridėti Bing žemėlapį kaip foną,,Pievienojiet Bing karti kā fonu,,Gebruik een Bing Map als Achtergrond,,Legg til Bing kart som bakgrunn,,Dodaj mapę Bing jako tło,,,,Добавить фон из спутникового снимка,,,,Mapa pozadine,,,,,,
AgOpenGPS,Culture\gStr,gsMaxLimit,,Max Limit,,,,,,Maximal PWM,,,,Suurin arvo ohjauksen liikkeelle,,Limite maximale,,Max limit,,Limite Massimo,,Max limitas,,Maksimālā robeža,,Maximale versterking,,Maksgrense,,Max Limit,,,,,,,,Maks.limit,,,,,,
AgOpenGPS,Culture\gStr,gsMaxSpeed,,Max Speed,,,,,,Max. Geschwindigkeit,,,,Suurin nopeus,,Vitesse max,,Max sebesség,,Velocità Massima,,Max greitis,,Maksimālais ātrums,,Max. Snelheid,,Maks hastighet,,Max Speed,,,,,,,,Maks.brzina,,,,,,
AgOpenGPS,Culture\gStr,gsMaxSteerAngle,,Max Steer Angle,,,,,,Max. Lenkwinkel,,,,Suurin ohjauskulma,,Angle max,,Max kormányszög,,Angolo di Sterzata Massimo,,Max pasukimo kampas,,Maksimālais pagrieziena leņķis,,Max. Stuurhoek,,Maks styringsvinkel,,Max kąt skrętu,,,,,,,,Maks.ugao zakretanja,,,,,,
AgOpenGPS,Culture\gStr,gsMeters,,Meters,,zMeters,,Meter,,Meter,,Metros,,Metri,,Mètres,,Méter,,Metri,,Metrai,,Metri,,Meter,,Meter,,Metry,,Metros,,Метры,,Metre,,m,,Sayaçlar,,метри,,米
AgOpenGPS,Culture\gStr,gsMinSpeed,,Min Speed,,,,Min hastighed,,Mindestgewschindigkeit,,,,Pienin nopeus,,Vitesse min,,Min sebesség,,Velcità Minima,,Minimalus greitis,,Minimālais ātrums,,Min. Snelheid,,Min hastighet,,Min Speed,,,,,,,,Min.brzina,,,,,,
AgOpenGPS,Culture\gStr,gsMinToMove,,Minimum to Move,,,,,,,,,,Pienin arvo ohjauksen liikkeelle,,Mini. pour tourner,,Minimum mozgatás,,Valore Minimo per Muoversi,,Minimum  kad pradėtų veikt,,Minimums lai pagrieztos,,Minimale versterking,,Minimum for å bevege,,Minimum by ruszyć,,,,,,,,Min.za kretanje,,,,,,
AgOpenGPS,Culture\gStr,gsMissingABLinesFile,,Missing ABLInes File,,zMissing ABLInes File,,Mangler AB linje fil,,A-B Datei fehlt,,Sin fichero Líneas AB,,Puuttuva AB-linja -tiedosto,,Fichier lignes AB manquant,,Hiányzó AB vonal fájl,,File Linee AB Mancante,,Trūksta AB eilučių failo,,Trūkst AB Līnijas fails,,AB Lijn bestand ontbreekt,,Manglende AB-linjer fil,,Brak pliku linii AB,,Arquivo ABLInes ausente,,Отсутствует файл линий АВ,,Súbor s AB Líniou nenájdený,,Nije pronađen fajl sa linijama,,ABLInes Dosyası Eksik,,Відсутній файл (AB) ліній,,AB线文件丢失
AgOpenGPS,Culture\gStr,gsMissingBoundaryFile,,Missing Boundary File,,zMissing Boundary File,,Mangler kant fil,,Außengrenze Datei fehlt,,Sin fichero de lindero,,Puuttuva rajatiedosto,,Fichier bordure manquant,,Hiányzó határvonal fájl,,File Confini Mancante,,Trūkstamas ribinis failas,,Trūkst Robežas fails,,Perceelgrens bestand ontbreekt,,Manglende grensefil,,Brak pliku granic,,Arquivo de limite ausente,,Отсутствует файл границ,,Súbor s hranicou nenájdený,,Nije pronađen fajl sa granicama,,Eksik Sınır Dosyası,,Відсутній файл меж,,边界文件丢失
AgOpenGPS,Culture\gStr,gsMissingContourFile,,Missing Contour File,,zMissing Contour File,,Mangler kontur fil,,Kontur Datei fehlt,,Sin fichero de contorno,,Puuttuva muototiedosto,,Fichier contour manquant,,Hiányzó kontúr fájl,,File Perimetri Mancante,,Trūksta kontūro failo,,Trūkst Kontūras fails,,Contour bestand ontbreekt,,Manglende konturfil,,Brak pliku konturu,,Arquivo de contorno ausente,,Отсутствует файл контура,,Súbor s kontúrou nenájdený,,Nije pronađen fajl sa konturama,,Kontur Dosyası Eksik,,Відсутній контурний файл,,轮廓文件丢失
AgOpenGPS,Culture\gStr,gsMissingFlagsFile,,Missing Flag File,,zMissing Flag File,,Mangler Flag fil,,Flaggen Datei fehlt,,Sin fichero de marcas,,Puuttuva lipputiedosto,,Fichier drapeau manquant,,Hiányzó zászló fájl,,File Segnaposto Mancante,,Trūksta vėliavėlės failo,,Trūkst Karoga fails,,POI-Bestand ontbreekt,,Manglende flaggfil,,Brak pliku Flag,,Arquivo de sinalização ausente,,Отсутствующий файл заметок,,Súbor so značkami nenájdený,,Nije pronađen fajl sa obeležjima,,Eksik Bayrak Dosyası,,Відсутній файл прапора,,标志文件丢失
AgOpenGPS,Culture\gStr,gsMissingSectionFile,,Missing Section File,,zMissing Section File,,Mangler Sektions Fil,,Datei der bearbeiteten Fläche fehlt,,Falta fichero de Sección,,Puuttuva lohkotiedosto,,Fichier section manquant,,Hiányzó szekció fájl,,File Sezioni Mancante,,Trūkstamas sekcijos failas,,Trūkst Sekciju fails,,Secties bestand ontbreekt,,Manglende seksjonsfil,,Brak pliku sekcji,,Arquivo de seção ausente,,Отсутствует файл раздела,,Súbor so spracovanou plochou nenájdený,,Nije pronađen fajl sa sekcijama,,Eksik Bölüm Dosyası,,Відсутній файл розділу,,部件文件丢失
AgOpenGPS,Culture\gStr,gsMode,,Mode,,,,,,Modus,,,,Tila,,Mode,,Mód,,Modalità,,Režimas,,Režīms,,Modus,,Modus,,Tryb,,,,Режим,,,,Mod,,,,,,
AgOpenGPS,Culture\gStr,gsMore,,More,,,,Mere,,Mehr,,,,Lisää,,Plus,,További,,Altro,,Daugiau,,Vairāk,,Meer,,Mer,,Więcej,,,,Больше,,,,Više,,,,,,
AgOpenGPS,Culture\gStr,gsMotorDriver,,Motor Driver Type,,,,,,Motortreibertyp ,,,,Moottorin ohjaimen tyyppi,,Driver moteur,,Motor meghajtó típusa,,Tipologia di Driver Motore,,Variklio kontrolerio tipas,,Motora kontroliera tips,,Motor-aansturing,,Motordriver type,,Typ sterownika silnika,,,,,,,,,,,,,,
