Project,File,Key,Comment,,Comment.af,.af,Comment.da,.da,Comment.de,.de,Comment.es,.es,Comment.fi,.fi,Comment.fr,.fr,Comment.hu,.hu,Comment.it,.it,Comment.lt,.lt,Comment.lv,.lv,Comment.nl,.nl,Comment.no,.no,Comment.pl,.pl,Comment.pt,.pt,Comment.ru,.ru,Comment.sk,.sk,Comment.sr,.sr,Comment.tr,.tr,Comment.uk,.uk,Comment.zh-CHS,.zh-CHS
AgOpenGPS,Culture\gStr,gsFieldTexture,,Field Texture,,,,,,Hintergrundtextur,,,,Pellon Tekstuuri,,Texture du champ,,Terület mintázata,,Texture del Campo,,Lauko tekst?ra,,Lauka tekst?ra,,Achtergrond Textuur,,Skifte-tekstur,,Tekstura pola,,,,???????? ????,,,,Tekstura parcele,,,,,,
AgOpenGPS,Culture\gStr,gsFileError,,File Error,,zFile Error,,Fejl I  Fil,,Dateien fehlerhaft,,Error de archivo,,Tiedostovirhe,,Erreur de fichier,,Fájl hiba,,Errore Nel File,,Failo klaida,,Faila k??da,,Bestandfout,,Filfeil,,B??d pliku,,Erro de arquivo,,?????? ?????,,Chyba súboru,,Greška fajla,,Dosya hatas?,,??????? ?????,,????
AgOpenGPS,Culture\gStr,gsFix2Fix,,Fix to Fix Distance,,,,Fix til Fix afstand,,Fix2Fix-Abstand,,,,Fix to Fix Etäisyys,,Fix to fix distance,,Fix to Fix távolság,,Distanza tra i FIX,,Atstumas tarp fiksuot? tašk?,,Att?lums starp fiks?tajiem punktiem,,Fix tot Fix afstand,,Fiks til fix avstand,,Fix to Fix Distance,,,,,,,,Fix2Fix greška,,,,,,
AgOpenGPS,Culture\gStr,gsFixAlarm,,RTK Fix Alarm,,,,,,NO RTK !!!,,,,RTK Fix Hälytys,,Alarme Fix RTK,,RTK Fix  riasztás,,Allarme RTK fix Perso,,RTK Fix aliarmas,,RTK Fix trauksme,,,,"RTK fiksering, alarm",,RTK Fix Alarm,,,,???? ?????? RTK,,,,RTK Fix alarm,,,,,,
AgOpenGPS,Culture\gStr,gsFixAlarmStop,,Alarm Stops Autosteer,,,,Alarm stopper Autosteer,,Alarm stoppt Lenkung,,,,Hälytys Kytkee Ohjauksen Pois,,Alarme arrêt autoguidage,,Riasztás kikapcsolja a kormányzást,,Allarme Disabilita Autoguida,,Aliarmas išjungia Auto vairavim?,,Trauksme atsl?dz autom?tisko st?r?šanu,,Alarm stopt geleiding,,Alarm stopper autostyring,,Alarm zatrzymuje autosterowanie,,,,???? ????. ??????????,,,,Alarm zaustavlja navo?enje,,,,,,
AgOpenGPS,Culture\gStr,gsFlagByLatLon,,Flag By Lat Lon,,Flag By Lat Lon,,Flag ifølge Lat Lon,,Flagge mit Länge/Breitengrad,,Bandera de Lat Lon,,Lat Lonin lippu,,Drapeau par Lat/Lon,,Zászló koordináták alapján,,Bandiera di Lat Lon,,Lat Lon v?liava,,Karogs ar Lat Lon,,Vlag van Lat Lon,,Flagge etter bredde- og lengdegrad,,Flaga Lat Lon,,Bandeira por Lat Lon,,????? ?? ????,,Vlajka od Lat Lon,,Obeležje (Lat/Lon),,Lat Lon'a göre bayrak,,?????? Lat Lon,,
AgOpenGPS,Culture\gStr,gsFlagFileIsCorrupt,,Flag File Corrupt,,zFlag File Corrupt,,Fejl I Flag-fil,,Flaggen Datei fehlerhaft,,Fichero de marcas corrupto,,Lipputiedosto korruptoitunut,,Fichier drapeau corrompu,,Zászló fájl sérült,,File Segnaposto Corrotto,,V?liav?l?s failas sugadintas,,Boj?ts karoga fails,,POI bestand corrupt,,Flag fil er ødelagt,,Uszkodzony plik znacznika,,Sinalizar arquivo corrompido,,???? ????? ?????????,,Súbor so zna?kami je neplatný,,Neispravan fajl,,Dosya Bozuk ile ilgili ?ikayetler,,???? ???? ??????????,,??????
AgOpenGPS,Culture\gStr,gsFlags,,Create Flags,,,,Opret flag,,Flaggen erstellen,,,,Lippujen Luonti,,Créer drapeaux,,Zászló készítése,,Crea Punti d'Interesse,,Kurti v?liav?les,,Izveidot karogu,,Creer Vlaggen,,Opprett flagg,,Utwórz Flagi,,,,??????? ?????,,,,Kreiraj obeležje,,,,,,
AgOpenGPS,Culture\gStr,gsForNow,,For Now,,zFor Now,,Indtil videre,,Für jetzt,,Ahora,,Toistaiseksi,,Pour l'instant,* Csak most? Ideiglenes?,Ideiglenes,,Per Ora,,Kol kas,,Šobr?d,,Tijdelijk,,For nå,,Tymczasowo,,Por agora,,?? ?????? ??????,,Do?asne,,Za sad,,?imdilik,,?????,,??
AgOpenGPS,Culture\gStr,gsFormFlag,,Flags,,,,Flag,,Flaggen,,,,Liput,,Drapeaux,,Zászlók,,Punti di Interesse,,V?liav?l?s,,Karogi,,Vlaggen,,Flagg,,Flagi,,,,?????,,,,Obeležja,,,,,,
AgOpenGPS,Culture\gStr,gsFromExisting,,From Existing,,zFrom Existing,,Fra eksisterende,,aus Bestehendem,,Desde existente,,Olemassa olevasta,,Depuis l'existant,,Meglév?b?l,,Da Esistente,,Iš esam?,,No esoš?,,Vanuit bestaand,,Fra eksisterende,,Z utworzonego,,Do Existente,,??????. ????,,Z existujúceho,,Iz postoje?eg,,,,? ?????????,,
AgOpenGPS,Culture\gStr,gsFromKml,,From KML,,zFrom KML,,Fra KML,,aus KML,,Desde KML,,KML: stä,,Depuis KLM,,KML Fájlból,,Da KML,,Iš KML,,No KML,,Vanuit KML,,Fra KML,,Z pliku KML,,Do KML,,?? KML,,Z KML,,Iz KML-a,,,,? KML,,
AgOpenGPS,Culture\gStr,gsGap,,Gap,,,,Urørt areal,,Lücke,,,,Väli,,Ecart,,Kihagyás,,Spaziatura,,Tarpas,,Sprauga,,Gat,,Urørt areal,,,,,,???????,,,,Odstojanje,,,,,,
AgOpenGPS,Culture\gStr,gsGpsStep,,Minimum GPS Step,,,,,,,,,,Pienin GPS-askel,,,,Minimum GPS távolság,,,,Min. gps žingsnis,,Minim?lais GPS solis,,Minimale Afstand tussen Fix,,Minimum GPS steg,,,,,,??????????? ??? GPS,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsGrid,,Grid,,,,Baggrunds net,,,,,,Ruudukko,,Grille,,Rács,,Griglia,,Tinklelis,,Rež?is,,,,Rutenett,,Siatka,,,,?????,,,,Mreža,,,,,,
AgOpenGPS,Culture\gStr,gsGuidanceStopped,,Guidance Stopped,,zGuidance Stopped,,Autostyring stoppet,,,,,,Ohjaus pysähtynyt,,Guidage arrêté,,Kormányzás kikapcsolva,,Guida Fermata,,Navigavimas sustojo,,Navig?cija ir aptur?ta,,Autostuur gestopt,,Veiledning stoppet,,Prowadzenie wstrzymane,,Orientação interrompida,,????????? ????????,,,,Navo?enje zaustavljeno,,,,,,
AgOpenGPS,Culture\gStr,gsHardwareMessages,,Hardware Messages,,,,,,,,,,Laitteiston viestit,,Messages matériel,,Hardware üzenetek,,Messaggi Hardware,,Padarg? dialogas,,Aparat?ras zi?ojumi,,Hardware berichtgeving,,Maskinvaremeldinger,,Komunikaty sprz?towe,,,,?????????? ?????????,,,,Hardverske poruke,,,,,,
AgOpenGPS,Culture\gStr,gsHeading,,Heading,,,,Retning,,Richtung,,,,Suunta,,Cap,,Irány,,Direzione,,Kryptis,,Virziens,,Richting,,Retning,,Nag?ówek,,,,,,,,Pravac,,,,,,
AgOpenGPS,Culture\gStr,gsHeadingChart,,Heading Chart,,zHeading Chart,,Retning diagram,,,,Gráfico de rumbo,,Suunta kaavio,,Graph. Cap,,Irány grafikon,,Grafico Direzione,,Važiavimo krypties diagrama,,Virziena diagramma,,Richting grafiek,,Retningsdiagram,,Wykres Nag?ówków,,Gráfico de títulos,,?????? ???????????,,Graf kurzu,,Grafikon pravca,,,,???????? ?????,,
AgOpenGPS,Culture\gStr,gsHeadingOffset,,Heading Offset (Degree),,,,Retning offset (grader),,Richtungsversatz (Grad),,,,Suuntapoikkeama (aste),,Décalage de cap (degrés),,Irány eltérés (fok),,Disallineamento Direzione in Gradi,,Krypties kompensavimas (laipsniais),,Virziena nob?de (gr?di),,Richting Correctie (Graden),,Retningsforskyvning (Grad),,Przesuni?cie nag?ówka,,,,,,,,Pomeraj pravca (°),,,,,,
AgOpenGPS,Culture\gStr,gsHeadland,,Headland,,zHeadland,,Forager,,Vorgewende,,Cabecero,,Päiste,,Tournières,,Forgó,,Capezzagna,,Galulauk?s,,Laukmala,,Kopakker,,Vendeteig,,Uwrocie,,Promontório,,??????,,Úvra?,,Uvrtine,,Sürülmemi? Alan,,???????,,??
AgOpenGPS,Culture\gStr,gsHeadlandForm,,Create and Edit Headland,,zCreate and Edit Headland,,Opret og Ændre Forager,,Vorgewende erstellen und bearbeiten,,Crear o Editar Cabecero,,Luo ja muokkaa päiste,,Créer/Editer tournières,,Forgó készítése és szerkesztése,,Crea E Modifica Capezzagna,,Sukurti ir redaguoti galulaukes,,Izveidojiet un redi??jiet laukmalu,,Maak / Wijzig Kopakker,,Opprett og rediger vendeteig,,Utwórz i edytuj uwrocie,,Criar e editar cabeceira,,???????? ? ?????????????? ???????,,Vytvorenie a úprava úvratí,,Kreiraj i uredi uvrtine,,Sürülmeyen Alan Olu?tur ve Düzenle,,???????? ? ???????.???????,,???????
AgOpenGPS,Culture\gStr,gsHelp,,Help,,zHelp,,,,Hilfe,,Ayuda,,Ohje,,Aide,,Segítség,,Aiuto,,Pagalba,,Pal?dz?ba,,,,Hjelp,,Pomoc,,Ajuda,, ??????,,Pomoc,,Pomo?,,Yard?m,,????????,,??
AgOpenGPS,Culture\gStr,gsHitchLength,,Hitch Length,,,,Trækkrog længde,,Anhängelänge,,,,Vetokoukun pituus,,Longueur d'attelage,,Forgópont távolság,,Lunghezza Traino,,Sukabinimo ilgis,,Sakabes garums,,Hef-lengte,,Trekkrok lengde,,D?ugo?? zaczepu,,,,????? ??????,,,,Dužina  kuke,,,,,,
AgOpenGPS,Culture\gStr,gsHold,,Hold,,,,,,,,,,Pidä,,,,Tartás,,,,Laikytis,,Aizture,,,,Hold,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsHydraulicLift,,Hydraulic Lift,,,,Hydraulisk løft,,Hubwerkssteuerung ,,,,Hydraulinen nosto,,Relevage hydraulique,,Hidraulikus emelés,,Sollevatore,,Hidraulo pak?limas,,Hidrauliskais pac?l?js,,Hefinrichting,,Hydraulisk løft,,Podno?nik hydr.,,,,??????????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsHydraulicLiftConfig,,Hydraulic Lift Config,,,,Hydraulisk løft konfigurer,,Hubwerkseinstellungen,,,,Hydraulisen noston asetukset,,Relevage Config,,Hidraulikus emelés beállítása,,Configurazione Sollevatore,,Hidraulo pak?limo konfig?ravimas,,Hidraulisk? pac?l?ja konfigur?cija,,Hefinrichting Configuratie,,Konfigurasjon av Hydraulisk løft,,Konfig. podno?nika hydr.,,,,?????????? ???????????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsHydraulicLiftLookAhead,,Look Ahead ,,,,,,,,,,Ennakointi,,Look Ahead,,El?retekintés,,Look Ahead ,,Ži?r?ti ? priek?,,Skaties uz priekšu,,Goal-punt Tijd,,Look Ahead,,,,,,???????? ??????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsIMUAxis,,IMU Axis Swap,,,,,,IMU Achse,,,,IMU:n akselin vaihto,,Inverser axe IMU,,IMU tengely cseréje,,Cambio Asse IMU,,IMU ašies pakeitimas,,IMU ass mai?a,,IMU Axis,,Inverter IMU-akse,,Zamiana osi IMU,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsIfWrongDirectionTapVehicle,,If Wrong Direction Tap Vehicle,,zWrong Direction? Tap Vehicle,,Forkert retning? Tryk på Køretøj,,Falsche Richtung? Fahrzeug antippen,,Direccion incorrecta? Toque el vehiculo,,Jos väärä suunta napauta ajoneuvoa,,Mauvaise direction? Appuyez sur véhicule,,Rossz irány? Koppintson a Járm?re >>,,Direzione sbagliata? Tocca Veicolo,,"Jei neteisinga kryptis, palieskite transporto priemon?",,"Ja nepareizs virziens, pieskarieties transportl?dzeklim",,Verkeerde richting? Druk op Voertuig,,"Hvis feil retning, trykk på kjøretøyet",,Z?y kierunek? Stuknij Pojazd!,,"Se a direção errada, toque no veículo",,"???? ??????????? ????????????, ????????? ??????????",,Zlý smer? Klepnite na položku Vozidlo,,Klikni na vozilo za obrtanje smera,,Yanl?? yön? Araç'a dokunun,,???????????? ????????? ????????? ???????????? ?????,,
AgOpenGPS,Culture\gStr,gsImage,,No Image:,,,,Intet billede,,Kein Bild:,,,,,,Pas d'image:,,Nincs kép:,,Nessuna Immagine:,,N?ra paveiksl?lio,,Nav att?la:,,Geen afbeelding:,,Ikke noe bilde,,Brak obrazu:,,,,??? ???????????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsImuFusion,,Fusion,,,,,,,,,,Fuusio,,Fusion,,Fúzió,,Fusione,,Suderinimas,,Izl?dzin?šana,,Fusering,,Fusjon,,Fuzja,,,,????????????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsInches,,Inch,,zInch,,Tommer,,Zoll,,Pulgadas,,Tuuma,,Pouce,*,Inch,,Pollici,,Colis,,Colla,,inch,,Tomme,,Cal,,Polegada,,?????,,Palce,,in,,?nç,,?????,,??
AgOpenGPS,Culture\gStr,gsInner,,Inner,,zInner,,Inderste,,Innere,,Interno,,Sisäinen,,Intérieure,,Bels?,,Interno,,Vidinis,,Iekš?jais,,Binnenste,,Indre,,Wewn?trzny,,Interno,,??????????,,Vnútorná,,Unutrašnja,,?ç (Dahili),,??????????,,???
AgOpenGPS,Culture\gStr,gsIntegral,,Integral,,,,,,,,,,Integraali,,Integral,,Integrál,,Integrale,,,,Integr?ls,,Integral,,Integral,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsIntegralInfo,,It will slowly increase steer angle to reduce cross track error,,,,"Vil langsomt øge styrevinkel, for at mindske cross track fejl",,"Der Lenkwinkel wird langsam erhöht, um den Spurversatz zu verringern.",,,,Se kasvattaa hitaasti ohjauskulmaa vähentääkseen poikkitievirhettä,,Augmente l'angle de braquage pour réduire l'erreur de dérive,,Lassan korrigálja a szögértéket a nem jól nullázott szögszenzor esetén,,Incrementa lentamente l'angolo di sterzata per ridurre l'errore di superamento linea,,"Tai po truput? padidins pos?kio kamp?, kad pataisyti sekim?",,"Tas l?n?m palielin?s st?res le??i, lai samazin?tu novirzes k??du",,Het zal de stuurhoek langzaam vergroten om te afwijking op te lossen.,,Det vil sakte øke styringsvinkelen for å redusere XTE (Cross track error),,"Powoli zwi?kszy k?t skr?tu, aby zmniejszy? b??d ?ledzenia",,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsInvertHydraulicRelays,,Invert Relay,,,,omvend hydraulik relæ,,Relais umkehren,,,,Vaihda releen toiminta,,Inverser relais,,Lock kimenet invertálása,,Inverti Relè,,Perversti r?les,,Invert?t releju,,Inverteer Relais ,,Inverter relé,,Odwró? przeka?nik,,,,????????????? ????,,,,Obrni relej,,,,,,
AgOpenGPS,Culture\gStr,gsInvertMotor,,Invert Motor Direction,,,,omvend motor retning,,Motor invertieren,,,,Vaihda moottorin suunta,,Inverser moteur,,Motor irány megfordítása,,Inverti Verso Motore,,Pakeisti variklio suk. krypt?,,Apgriezt motora virzienu,,Motor Directie,,Inverter motorretning,,Odwró? kierunek silnika,,,,,,,,Obrni pravac motora,,,,,,
AgOpenGPS,Culture\gStr,gsInvertRelays,,Invert Relays,,,,Omvend relæ,,Relais invertieren,,,,Vaihda releen toiminta,,Inverser relais,,Relék invertálása,,Inverti Relè,,Perversti r?les,,Invert?t relejus,,Relays,,Inverter reléer,,Odwró? przeka?niki,,,,,,,,Obrni releje,,,,,,
AgOpenGPS,Culture\gStr,gsInvertRoll,,Invert Roll,,,,omvend Roll,,IMU invertieren,,,,Käänteinen IMU:n lukema,,Inverser roulis,,D?lés invertálása,,Inverti Rollio,,Perversti virtim?,,Invert?t sl?pumu,,Inverteer Gyroscoop,,Inverter tilt,,,,,,????????????? ??????,,,,Obrni ugao,,,,,,
AgOpenGPS,Culture\gStr,gsInvertWas,,Invert WAS,,,,omvend WAS,,LWS invertieren,,,,Vaihda WAS suunta (pyöränkulmaanturi),,Inverser WAS,,Szögszenzor invertálása,,Inverti WAS,,Perversti WAS,,Invert?t WAS,,Stuurh.sensor,,Inverter WAS,,Odwró? WAS,,,,,,,,Obrni WAS,,,,,,
AgOpenGPS,Culture\gStr,gsKMH,,kmh,,zkmh,,km/t,,km/h,,km/h,,kmh,,km/h,,Km/h,,Km/h,,km/h,,km/h,,km/u,,km/t,,Km/h,,km/h,,??/?,,km/h,,km/h,,kmh,,??/???,,kmh
AgOpenGPS,Culture\gStr,gsKeyboard,,Keyboard,,,,Tastatur,,Tastatur,,,,Näppäimistö,,Clavier,,Billenty?zet,,Tastiera,,Klaviat?ra,,Tastat?ra,,,,Tastatur,,Klawiatura,,,,??????????,,,,Tastatura,,,,,,
AgOpenGPS,Culture\gStr,gsLanguage,,Language,,zLanguage,,Sprog,,Sprache,,Idioma,,Kieli,,Langue,,Nyelv,,Lingua,,Kalba,,Valoda,,Taal,,Språk,,J?zyk,,Linguagem,,????,,Jazyk,,Jezik,,Lisan,,????,,??
AgOpenGPS,Culture\gStr,gsLatLon,,Lat+Long,,,,,,,,,,Leveys + Pituus,,Lat+Lon,,Szél+Hossz,,Lat+Long,,Platuma + Ilguma,,Platums+garums,,,,Breddegrad + Lengdegrad,,Szeroko?? + D?ugo??,,,,??????+???????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsLatLonPlus,,Lat+Lon+Heading,,,,,,,,,,Leveys + Pituus + Suunta,,Lat+Long+Cap,,Szél+Hossz+Irány,,Lat+Lon+Direzione,,Platuma + Ilguma + Kryptis,,Platums + garums + virziens,,,,Breddegrad + Lengdegrad + Retning,,Szer.+D?ug.+Nag?ówek,,,,??????+???????+???????????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsLateral,,Lateral,,,,,,,,,,Lateraalinen,,Latéral,,Oldalsó,,Laterale,,Šoninis,,S?nu,,Laterale lijn-swap,,Lateralt,,,,,,????????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsLatitude,,Latitude,,,,,,,,,,Leveysaste,,Latitude,,Szélesség,,Latitudine,,Platuma,,Platums,,Lengtegraad,,Breddegrad,,Szeroko?? geograficzna,,,,??????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsLeft,,Left,,,,Venstre,,Links,,,,Vasen,,Gauche,,Bal,,Sinistra,,Kair?,,Pa kreisi,,Links,,Venstre,,Lewo,,,,????,,,,Levo,,,,,,
AgOpenGPS,Culture\gStr,gsLess,,Less,,,,Mindre,,Weniger,,,,Vähemmän,,Moins,,Kevesebb,,Meno,,Mažiau,,Maz?k,,Minder,,Mindre,,Mniej,,,,??????,,,,Manje,,,,,,
AgOpenGPS,Culture\gStr,gsLightbar,,Lightbar,,,,,,,,,,Opastin (valoilla),,Lightbar,,Ledsor,,Barra Luminosa,,Navigacijos juosta,,Navig?cijas josla,,,,,,,,,,,,,,Navigacioni LED,,,,,,
AgOpenGPS,Culture\gStr,gsLineSmooth,,Line Smooth,,,,Udjævn linje,,Linienglättung,,,,Linjan tasoitus,,Lissage de ligne,,Vonalsimítás,,Smussa Linea,,Linijos palyginimas ,,L?nijas izl?dzin?šna,,Lijn afvlakking,,Linjeutjevning,,Wyg?adzanie Lini,,,,??????????? ?????,,,,Ravnanje linija,,,,,,
AgOpenGPS,Culture\gStr,gsLineWidth,,Line Width,,,,Linje bredde,,Linienbreite,,,,Viivan leveys,,Largeur de ligne,,Vonalszélesség,,Larghezza Linea,,Linijos storis,,L?nijas platums,,Lijn-dikte,,Linjebredde,,Szeroko?? linii,,,,,,,,Širina linije,,,,,,
AgOpenGPS,Culture\gStr,gsLongtitude,,Longtitude,,,,,,,,,,Pituusaste,,Longitude,,Hosszúság,,Longitudine,,Ilguma,,Garums,,Breedtegraad,,Lengdegrad,,D?ugo?? geograficzna,,,,???????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsLookAhead,,Look Ahead:,,,,,,,,,,Ennakointi:,,Look Ahead:,,El?retekintés:,,Look Ahead:,,Ži?r?jima ? priek?:,,Skatoties uz priekšu:,,Goal-punt:,,Look Ahead:,,Spójrz w przysz?o??:,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsLookAheadTiming,,Look Ahead Time Settings,,,,,,Ein-/Aus-Zeitkonfiguration,,,,Ennakoinnin ajastus,,Configuration des délais,,El?retekintési id? beállítása,,Configurazione tempo Look Ahead:,,Ži?r?jimo ? priek? nustatymai,,Aizkaves laika iestat?šana,,In/Uitschakeltijd Configuratie,,Innstillinger for Look Ahead,,Ustawienia czasu patrzenia z wyprzedzeniem,,,,????????? ??????? ????????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsLowerTime,,Lower Time,,,,,,,,,,Laskun aika,,Temps descente,,Leengedés id?zítés,,Tempo di Discesa,,Mažinti laik?,,Nolaišanas laiks,,Daal-tijd,,Senke-tid,,Czas opuszczania,,,,????? ?????????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsMPH,,mph,,zmph,,mph,,mp/h,,Mph,,mph,,mph,,mph,,Mph,,Mph,,mph,,mijl/u,,mph,,mph,,km/h,,????/???,,mí?/h,,mp/h,,mph,,????/???,,mph
AgOpenGPS,Culture\gStr,gsMachineModule,,Machine Module,,,,Maskin modul,,,,,,Kone Moduli,,Module machine,,Eszközmodul,,Modulo Attrezzo,,Padarg? modulis,,Iek?rtu vad?ba,,Hef-module,,Maskinmodul,,Modu? maszyny,,,,?????????? ???????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsMachinePort,,Machine Port,,zMachine Port,,Maskin Port,,,,Puerto del PCB,,Koneportti,,Port Machine,,Eszköz Port,,Porta Attrezzo,,Mašinos prievadas,,Maš?nas ports,,Machine besturing poort,,Maskinport,,Port maszyny,,Porta da máquina,,???? ?????????? ???????,,Port pre stroj,,Port mašine,,Makine Ba?lant? Noktas?,,???? ????????? ???????,,????
AgOpenGPS,Culture\gStr,gsMakeBoundaryContours,,Make Boundary Contours,,zMake Boundary Contours,,Lav kant kontur,,Grenzkonturen erstellen,,Crear contorno de parcela,,Rajakäyrän luonti,,Faire les tournières du champ,,Határoló kontúrok készítése,,Creare  Perimetri Del Confine,,Padarykite ribos kont?rus,,Izveidojiet robežu kont?ras,,Maak perceelgrens contour,,Lag grensekonturer,,Utwórz kontury graniczne,,Faça contornos de limite,,???????? ??????? ??????,,Kontúra hranice,,Kreiraj konture granice,,S?n?r Konturlar? Yap?n,,??????? ??????? ???,,??????
AgOpenGPS,Culture\gStr,gsManual,,Manual,,zManual,,Manuel,,Manuell,,Manual,,Manuaalinen,,Manuel,,Kézi,,Manuale,,Rankinis,,Manu?li,,Manueel,,Manuell,,R?czny,,Manual,,??????? ,,Manuálne,,Ru?ni,,El Kitab?,,??????????,,??
AgOpenGPS,Culture\gStr,gsManualTurns,,Manual Turns,,,,Manuel vending,,Maximale U-Turn Geschwindigkeit,,,,Manuaaliset käännökset,,Virage manuel,,Kézi forduló,,Giri Manuali,,Rankinis pasukimas,,Manu?lie pagriezieni,,Manuele Bocht,,Manuell snuing,,R?czny skr?t,,,,,,,,Ru?no okretanje,,,,,,
AgOpenGPS,Culture\gStr,gsMapForBackground,,Add Bing Map as Background,,,,,,Verwende Bing Map als Hintergrund,,,,Lisää kartta taustakuvaksi (Bing Map),,Ajouter carte Bing en arrière-plan,,Bing m?holdkép háttérnek,,Imposta la Mappa di Bing come Sfondo,,Prid?ti Bing žem?lap? kaip fon?,,Pievienojiet Bing karti k? fonu,,Gebruik een Bing Map als Achtergrond,,Legg til Bing kart som bakgrunn,,Dodaj map? Bing jako t?o,,,,???????? ??? ?? ???????????? ??????,,,,Mapa pozadine,,,,,,
AgOpenGPS,Culture\gStr,gsMaxLimit,,Max Limit,,,,,,Maximal PWM,,,,Suurin arvo ohjauksen liikkeelle,,Limite maximale,,Max limit,,Limite Massimo,,Max limitas,,Maksim?l? robeža,,Maximale versterking,,Maksgrense,,Max Limit,,,,,,,,Maks.limit,,,,,,
AgOpenGPS,Culture\gStr,gsMaxSpeed,,Max Speed,,,,,,Max. Geschwindigkeit,,,,Suurin nopeus,,Vitesse max,,Max sebesség,,Velocità Massima,,Max greitis,,Maksim?lais ?trums,,Max. Snelheid,,Maks hastighet,,Max Speed,,,,,,,,Maks.brzina,,,,,,
AgOpenGPS,Culture\gStr,gsMaxSteerAngle,,Max Steer Angle,,,,,,Max. Lenkwinkel,,,,Suurin ohjauskulma,,Angle max,,Max kormányszög,,Angolo di Sterzata Massimo,,Max pasukimo kampas,,Maksim?lais pagrieziena le??is,,Max. Stuurhoek,,Maks styringsvinkel,,Max k?t skr?tu,,,,,,,,Maks.ugao zakretanja,,,,,,
AgOpenGPS,Culture\gStr,gsMeters,,Meters,,zMeters,,Meter,,Meter,,Metros,,Metri,,Mètres,,Méter,,Metri,,Metrai,,Metri,,Meter,,Meter,,Metry,,Metros,,?????,,Metre,,m,,Sayaçlar,,?????,,?
AgOpenGPS,Culture\gStr,gsMinSpeed,,Min Speed,,,,Min hastighed,,Mindestgewschindigkeit,,,,Pienin nopeus,,Vitesse min,,Min sebesség,,Velcità Minima,,Minimalus greitis,,Minim?lais ?trums,,Min. Snelheid,,Min hastighet,,Min Speed,,,,,,,,Min.brzina,,,,,,
AgOpenGPS,Culture\gStr,gsMinToMove,,Minimum to Move,,,,,,,,,,Pienin arvo ohjauksen liikkeelle,,Mini. pour tourner,,Minimum mozgatás,,Valore Minimo per Muoversi,,"Minimum, kad prad?t? veikt",,Minimums lai pagrieztos,,Minimale versterking,,Minimum for å bevege,,Minimum by ruszy?,,,,,,,,Min.za kretanje,,,,,,
AgOpenGPS,Culture\gStr,gsMissingABLinesFile,,Missing ABLInes File,,zMissing ABLInes File,,Mangler AB linje fil,,A-B Datei fehlt,,Sin fichero Líneas AB,,Puuttuva AB-linja -tiedosto,,Fichier lignes AB manquant,,Hiányzó AB vonal fájl,,File Linee AB Mancante,,Tr?ksta AB eilu?i? failo,,Tr?kst AB L?nijas fails,,AB Lijn bestand ontbreekt,,Manglende AB-linjer fil,,Brak pliku linii AB,,Arquivo ABLInes ausente,,??????????? ???? ????? ??,,Súbor s AB Líniou nenájdený,,Nije prona?en fajl sa linijama,,ABLInes Dosyas? Eksik,,????????? ???? (AB) ?????,,AB?????
AgOpenGPS,Culture\gStr,gsMissingBoundaryFile,,Missing Boundary File,,zMissing Boundary File,,Mangler kant fil,,Außengrenze Datei fehlt,,Sin fichero de lindero,,Puuttuva rajatiedosto,,Fichier bordure manquant,,Hiányzó határvonal fájl,,File Confini Mancante,,Tr?kstamas ribinis failas,,Tr?kst Robežas fails,,Perceelgrens bestand ontbreekt,,Manglende grensefil,,Brak pliku granic,,Arquivo de limite ausente,,??????????? ???? ??????,,Súbor s hranicou nenájdený,,Nije prona?en fajl sa granicama,,Eksik S?n?r Dosyas?,,????????? ???? ???,,??????
AgOpenGPS,Culture\gStr,gsMissingContourFile,,Missing Contour File,,zMissing Contour File,,Mangler kontur fil,,Kontur Datei fehlt,,Sin fichero de contorno,,Puuttuva muototiedosto,,Fichier contour manquant,,Hiányzó kontúr fájl,,File Perimetri Mancante,,Tr?ksta kont?ro failo,,Tr?kst Kont?ras fails,,Contour bestand ontbreekt,,Manglende konturfil,,Brak pliku konturu,,Arquivo de contorno ausente,,??????????? ???? ???????,,Súbor s kontúrou nenájdený,,Nije prona?en fajl sa konturama,,Kontur Dosyas? Eksik,,????????? ????????? ????,,??????
